分拣中心,日期,货量
SC52,2023/10/14,3734
SC52,2023/10/15,2810
SC52,2023/9/24,3751
SC52,2023/10/18,2682
SC52,2023/10/1,2685
SC52,2023/11/18,3866
SC52,2023/11/27,2901
SC52,2023/9/16,4356
SC52,2023/10/22,2347
SC52,2023/11/12,13542
SC52,2023/10/31,6108
SC52,2023/10/17,3372
SC52,2023/8/1,4320
SC52,2023/9/18,2787
SC52,2023/8/31,2888
SC52,2023/8/27,2792
SC52,2023/8/18,3730
SC52,2023/9/11,2647
SC52,2023/8/8,2781
SC52,2023/11/23,2997
SC52,2023/8/30,3359
SC52,2023/10/2,1968
SC52,2023/8/22,2981
SC52,2023/11/24,4202
SC52,2023/10/16,2642
SC52,2023/9/8,4476
SC52,2023/11/29,3045
SC52,2023/11/30,3559
SC52,2023/11/10,6944
SC52,2023/11/6,3458
SC52,2023/10/11,3068
SC52,2023/8/3,2787
SC52,2023/8/16,2765
SC52,2023/9/2,4767
SC52,2023/10/25,3874
SC52,2023/10/3,1970
SC52,2023/9/29,2662
SC52,2023/8/19,3387
SC52,2023/11/21,2926
SC52,2023/11/8,5075
SC52,2023/9/14,3188
SC52,2023/10/20,5894
SC52,2023/11/25,3665
SC52,2023/10/10,3258
SC52,2023/9/20,3937
SC52,2023/9/25,3385
SC31,2023/11/18,11352
SC31,2023/11/28,11174
SC31,2023/8/4,8910
SC31,2023/8/11,8468
SC31,2023/8/14,8358
SC31,2023/8/7,8124
SC31,2023/8/8,8266
SC31,2023/9/22,12632
SC31,2023/9/7,11846
SC31,2023/11/16,12961
SC31,2023/11/12,22565
SC31,2023/10/9,9966
SC31,2023/8/27,9856
SC31,2023/10/18,10313
SC31,2023/8/2,9002
SC31,2023/9/12,10296
SC31,2023/9/5,10958
SC31,2023/10/25,15040
SC31,2023/10/21,10390
SC31,2023/11/29,11140
SC31,2023/10/14,9731
SC31,2023/9/26,13262
SC31,2023/11/27,11032
SC31,2023/8/26,9031
SC31,2023/11/6,12802
SC31,2023/11/7,13261
SC31,2023/10/17,10360
SC31,2023/8/28,9889
SC31,2023/10/26,12798
SC31,2023/8/22,9334
SC31,2023/9/10,10548
SC31,2023/11/13,16894
SC31,2023/9/18,10437
SC31,2023/8/24,9683
SC31,2023/9/21,12000
SC31,2023/10/30,11121
SC31,2023/10/13,9853
SC31,2023/8/25,10288
SC31,2023/9/6,11105
SC31,2023/9/3,10076
SC31,2023/11/25,11062
SC31,2023/9/30,11053
SC31,2023/9/16,11360
SC31,2023/8/18,8967
SC31,2023/10/7,10603
SC31,2023/11/14,14380
SC31,2023/10/2,9356
SC31,2023/8/9,8491
SC31,2023/10/24,15136
SC31,2023/10/16,9762
SC31,2023/11/21,11386
SC31,2023/11/4,14197
SC31,2023/8/5,8125
SC31,2023/11/20,10652
SC31,2023/10/6,9354
SC31,2023/10/31,11185
SC31,2023/9/20,11456
SC31,2023/10/20,11452
SC31,2023/11/17,11380
SC31,2023/8/31,11422
SC31,2023/11/11,23131
SC31,2023/10/10,10133
SC31,2023/10/27,12874
SC31,2023/8/10,8523
SC31,2023/11/5,12811
SC31,2023/10/5,9464
SC31,2023/9/13,10631
SC31,2023/11/26,10627
SC31,2023/10/19,10302
SC31,2023/8/29,10775
SC31,2023/8/6,8212
SC31,2023/11/24,11321
SC31,2023/9/2,11932
SC31,2023/9/1,10712
SC31,2023/8/16,9390
SC31,2023/9/29,9493
SC31,2023/11/22,11252
SC31,2023/8/12,8610
SC31,2023/9/4,10120
SC31,2023/11/15,12253
SC31,2023/11/30,11619
SC31,2023/8/19,9054
SC31,2023/8/20,9161
SC31,2023/10/23,9675
SC31,2023/9/24,12376
SC31,2023/11/1,21599
SC31,2023/10/3,8873
SC31,2023/9/25,12608
SC31,2023/10/12,9927
SC31,2023/9/17,10713
SC31,2023/11/2,18920
SC31,2023/8/13,7764
SC31,2023/10/4,8925
SC31,2023/8/3,8613
SC31,2023/9/23,12218
SC31,2023/10/8,10188
SC31,2023/11/19,10794
SC31,2023/11/3,15032
SC31,2023/9/28,12267
SC31,2023/11/10,12627
SC31,2023/8/21,10181
SC31,2023/10/15,10078
SC31,2023/9/27,12743
SC31,2023/11/9,13827
SC31,2023/9/8,11626
SC31,2023/10/29,11959
SC31,2023/8/30,10508
SC31,2023/10/1,9665
SC31,2023/9/15,10977
SC31,2023/11/8,13525
SC31,2023/10/28,11852
SC31,2023/9/9,11272
SC31,2023/11/23,11889
SC31,2023/8/23,9861
SC31,2023/8/15,9510
SC31,2023/10/22,10129
SC31,2023/9/14,11065
SC31,2023/9/19,11194
SC31,2023/8/17,9217
SC31,2023/9/11,10381
SC31,2023/10/11,10332
SC31,2023/8/1,9189
SC21,2023/11/25,2366
SC21,2023/9/7,2922
SC21,2023/10/29,3226
SC21,2023/9/2,3074
SC21,2023/9/30,1851
SC21,2023/10/14,1999
SC21,2023/10/21,2551
SC21,2023/11/7,3169
SC21,2023/9/12,2386
SC21,2023/11/10,3457
SC21,2023/11/9,2578
SC21,2023/8/11,1926
SC21,2023/8/30,1798
SC21,2023/8/1,1938
SC21,2023/10/19,2116
SC21,2023/10/23,2460
SC21,2023/11/4,3751
SC21,2023/10/13,2198
SC21,2023/9/27,3390
SC21,2023/8/24,2055
SC21,2023/11/5,3147
SC21,2023/8/14,1352
SC21,2023/10/28,3463
SC21,2023/8/19,1896
SC21,2023/10/6,1725
SC21,2023/11/17,2522
SC21,2023/10/3,1186
SC21,2023/8/28,1578
SC21,2023/8/13,1356
SC21,2023/10/26,2456
SC21,2023/11/20,1598
SC21,2023/8/18,2135
SC21,2023/11/8,2882
SC21,2023/11/22,1673
SC21,2023/10/11,1988
SC21,2023/11/18,1978
SC21,2023/10/31,3021
SC21,2023/11/24,2408
SC21,2023/11/30,2091
SC21,2023/10/30,2358
SC21,2023/9/1,2998
SC21,2023/8/27,1484
SC21,2023/9/10,1957
SC21,2023/8/7,1405
SC21,2023/9/25,2690
SC21,2023/8/4,2524
SC21,2023/10/9,1697
SC21,2023/10/4,1320
SC21,2023/10/8,1689
SC21,2023/8/22,1578
SC21,2023/11/21,1667
SC21,2023/9/29,2042
SC21,2023/9/28,2801
SC21,2023/10/25,3511
SC21,2023/9/9,2740
SC21,2023/11/3,4832
SC21,2023/11/1,6319
SC21,2023/8/5,2019
SC21,2023/10/10,1753
SC21,2023/8/26,2039
SC21,2023/8/25,2680
SC21,2023/10/24,3931
SC21,2023/11/28,1956
SC21,2023/9/20,2864
SC21,2023/9/5,2035
SC21,2023/11/15,2921
SC21,2023/10/22,1633
SC21,2023/8/31,1662
SC21,2023/9/15,3242
SC21,2023/9/11,2008
SC21,2023/9/8,3199
SC21,2023/9/3,2627
SC21,2023/11/26,2019
SC21,2023/8/3,1512
SC21,2023/11/14,4710
SC21,2023/9/14,2295
SC21,2023/9/23,3105
SC21,2023/8/9,1396
SC21,2023/11/2,4542
SC21,2023/9/4,2058
SC21,2023/10/27,3825
SC21,2023/9/18,1910
SC21,2023/11/29,1846
SC21,2023/9/17,2307
SC21,2023/10/20,3469
SC21,2023/9/24,2649
SC21,2023/11/11,6811
SC21,2023/10/2,1252
SC21,2023/11/27,1913
SC21,2023/10/18,1650
SC21,2023/8/17,1682
SC21,2023/8/23,1606
SC21,2023/8/8,1461
SC21,2023/8/16,1478
SC21,2023/10/7,1849
SC21,2023/11/13,4909
SC21,2023/8/29,1801
SC21,2023/10/5,1514
SC21,2023/8/21,1481
SC21,2023/11/6,2537
SC21,2023/9/22,2904
SC21,2023/10/17,2200
SC21,2023/9/16,2873
SC21,2023/8/2,1765
SC21,2023/11/16,2256
SC21,2023/10/12,1731
SC21,2023/9/13,2044
SC21,2023/8/10,1523
SC21,2023/8/20,1510
SC21,2023/10/16,1536
SC21,2023/8/15,1522
SC21,2023/9/19,2961
SC21,2023/9/21,2873
SC21,2023/9/26,3165
SC21,2023/9/6,2090
SC21,2023/8/6,1556
SC21,2023/11/12,6167
SC21,2023/8/12,1812
SC21,2023/11/19,1538
SC21,2023/11/23,1633
SC21,2023/10/15,1762
SC21,2023/10/1,1627
SC49,2023/9/12,6671
SC49,2023/9/8,7637
SC49,2023/10/25,9001
SC49,2023/8/1,5378
SC49,2023/11/19,6146
SC49,2023/10/5,6343
SC49,2023/11/6,7385
SC49,2023/9/3,6804
SC49,2023/8/13,5521
SC49,2023/10/16,5796
SC49,2023/11/25,6174
SC49,2023/8/3,5753
SC49,2023/8/18,6336
SC49,2023/11/4,7662
SC49,2023/10/8,7155
SC49,2023/11/10,7805
SC49,2023/10/31,7209
SC49,2023/8/4,6371
SC49,2023/11/5,7668
SC49,2023/11/2,10874
SC49,2023/8/25,6434
SC49,2023/8/12,6079
SC49,2023/8/17,6248
SC49,2023/9/14,7105
SC49,2023/10/13,6411
SC49,2023/11/16,7245
SC49,2023/9/1,6812
SC49,2023/9/16,7662
SC49,2023/11/3,8851
SC49,2023/11/18,6798
SC49,2023/8/30,6370
SC49,2023/8/19,6106
SC49,2023/9/6,7017
SC49,2023/10/4,5612
SC49,2023/8/20,5977
SC49,2023/8/8,6142
SC49,2023/8/2,5712
SC49,2023/9/13,6861
SC49,2023/8/6,5699
SC49,2023/11/8,8064
SC49,2023/10/12,6724
SC49,2023/10/9,7435
SC49,2023/9/25,7644
SC49,2023/11/13,9144
SC49,2023/9/5,7137
SC49,2023/11/17,6918
SC49,2023/8/11,6619
SC49,2023/9/11,6514
SC49,2023/11/23,6378
SC49,2023/8/23,6534
SC49,2023/10/23,5803
SC49,2023/8/22,6195
SC49,2023/11/27,6133
SC49,2023/9/9,6976
SC49,2023/9/19,7062
SC49,2023/9/2,7341
SC49,2023/11/15,7560
SC49,2023/10/17,5862
SC49,2023/9/7,7704
SC49,2023/9/22,7858
SC49,2023/9/24,7573
SC49,2023/10/2,6275
SC49,2023/10/19,6054
SC49,2023/10/26,7337
SC49,2023/11/21,6676
SC49,2023/11/22,6799
SC49,2023/9/23,7668
SC49,2023/11/11,14217
SC49,2023/9/10,6904
SC49,2023/8/21,6473
SC49,2023/10/24,7862
SC49,2023/8/15,5771
SC49,2023/11/7,7848
SC49,2023/8/7,5781
SC49,2023/11/14,8572
SC49,2023/8/27,5973
SC49,2023/10/30,5939
SC49,2023/10/21,5862
SC49,2023/9/27,8320
SC49,2023/11/9,7916
SC49,2023/10/20,6163
SC49,2023/9/30,6824
SC49,2023/10/1,6083
SC49,2023/10/6,6242
SC49,2023/11/12,12717
SC49,2023/9/28,8271
SC49,2023/8/14,5590
SC49,2023/10/15,5471
SC49,2023/11/1,11518
SC49,2023/9/26,8326
SC49,2023/11/24,6767
SC49,2023/10/7,6529
SC49,2023/8/5,6183
SC49,2023/9/4,6862
SC49,2023/11/28,6384
SC49,2023/8/16,6698
SC49,2023/9/21,7829
SC49,2023/10/22,5534
SC49,2023/9/15,7555
SC49,2023/10/3,5472
SC49,2023/11/30,6439
SC49,2023/10/28,6891
SC49,2023/8/26,6183
SC49,2023/10/11,6779
SC49,2023/9/17,7128
SC49,2023/10/14,5764
SC49,2023/8/24,6276
SC49,2023/9/20,7423
SC49,2023/8/31,6566
SC49,2023/11/20,6467
SC49,2023/9/18,6914
SC49,2023/11/26,6031
SC49,2023/8/29,6382
SC49,2023/9/29,6168
SC49,2023/8/9,6900
SC49,2023/10/27,7215
SC49,2023/8/10,6311
SC49,2023/10/10,7427
SC49,2023/8/28,5752
SC49,2023/11/29,6273
SC49,2023/10/29,6400
SC49,2023/10/18,6283
SC37,2023/10/31,1241
SC37,2023/10/11,598
SC37,2023/10/6,817
SC37,2023/9/2,752
SC37,2023/8/8,529
SC37,2023/11/29,980
SC37,2023/10/4,408
SC37,2023/9/14,1083
SC37,2023/8/6,601
SC37,2023/11/13,767
SC37,2023/11/23,891
SC37,2023/8/14,747
SC37,2023/10/16,787
SC37,2023/9/28,754
SC37,2023/9/23,468
SC37,2023/10/25,1473
SC37,2023/8/31,853
SC37,2023/9/29,595
SC37,2023/11/6,915
SC37,2023/11/14,688
SC37,2023/11/30,990
SC37,2023/10/28,620
SC37,2023/10/2,857
SC37,2023/11/24,575
SC37,2023/10/14,553
SC37,2023/8/26,779
SC37,2023/11/20,625
SC37,2023/9/11,1764
SC37,2023/11/18,606
SC37,2023/8/19,494
SC37,2023/11/22,629
SC37,2023/10/17,696
SC37,2023/8/20,618
SC37,2023/9/12,1637
SC37,2023/8/17,578
SC37,2023/10/9,589
SC37,2023/8/30,667
SC37,2023/8/12,577
SC37,2023/10/5,1187
SC37,2023/8/25,1552
SC37,2023/8/27,671
SC37,2023/8/23,573
SC37,2023/10/18,676
SC37,2023/11/27,740
SC37,2023/9/9,714
SC37,2023/8/29,624
SC37,2023/11/28,1302
SC37,2023/9/3,726
SC37,2023/8/22,562
SC37,2023/9/6,529
SC37,2023/9/30,901
SC37,2023/9/13,1273
SC37,2023/10/1,1155
SC37,2023/8/15,1683
SC37,2023/10/29,723
SC37,2023/11/7,1373
SC37,2023/10/12,806
SC37,2023/10/23,1351
SC37,2023/10/8,711
SC37,2023/10/7,532
SC37,2023/11/8,1089
SC37,2023/8/24,536
SC37,2023/8/7,528
SC37,2023/9/10,2468
SC37,2023/8/5,1450
SC37,2023/9/18,746
SC37,2023/9/19,873
SC37,2023/9/24,659
SC37,2023/9/7,487
SC37,2023/10/13,687
SC37,2023/11/1,1241
SC37,2023/9/20,684
SC37,2023/8/4,466
SC37,2023/11/10,809
SC37,2023/9/15,1604
SC37,2023/9/4,601
SC37,2023/11/16,984
SC37,2023/10/3,421
SC37,2023/10/21,506
SC37,2023/8/10,529
SC37,2023/9/27,683
SC37,2023/11/19,595
SC37,2023/10/15,1659
SC37,2023/9/5,1591
SC37,2023/10/30,780
SC37,2023/10/10,667
SC37,2023/10/20,567
SC37,2023/11/4,413
SC37,2023/8/2,538
SC37,2023/8/18,596
SC37,2023/9/1,1364
SC37,2023/11/26,906
SC37,2023/11/11,541
SC37,2023/8/11,475
SC37,2023/8/13,551
SC37,2023/10/27,648
SC37,2023/11/15,1474
SC37,2023/11/17,573
SC37,2023/9/22,533
SC37,2023/8/28,758
SC37,2023/9/26,1202
SC37,2023/9/25,1408
SC37,2023/11/5,1611
SC37,2023/11/9,624
SC37,2023/9/17,811
SC37,2023/10/26,1127
SC37,2023/11/2,551
SC37,2023/9/8,509
SC37,2023/11/3,493
SC37,2023/8/16,655
SC37,2023/10/22,505
SC37,2023/10/19,574
SC37,2023/11/21,628
SC37,2023/10/24,600
SC37,2023/9/16,855
SC37,2023/11/25,1620
SC37,2023/8/9,510
SC37,2023/8/3,495
SC37,2023/9/21,913
SC37,2023/8/21,601
SC37,2023/11/12,814
SC37,2023/8/1,1187
SC29,2023/8/9,5623
SC29,2023/9/13,6671
SC29,2023/8/21,5948
SC29,2023/11/30,6725
SC29,2023/11/23,6503
SC29,2023/11/22,6737
SC29,2023/10/4,5769
SC29,2023/8/2,5397
SC29,2023/9/24,7496
SC29,2023/9/18,7082
SC29,2023/10/22,6168
SC29,2023/10/27,9463
SC29,2023/9/21,7318
SC29,2023/8/24,6601
SC29,2023/10/31,10813
SC29,2023/9/25,7845
SC29,2023/11/6,9339
SC29,2023/11/28,6546
SC29,2023/9/6,7403
SC29,2023/8/19,5506
SC29,2023/11/10,10694
SC29,2023/11/7,9346
SC29,2023/11/29,6666
SC29,2023/10/29,7743
SC29,2023/10/17,7305
SC29,2023/8/18,5792
SC29,2023/9/8,7020
SC29,2023/10/25,9568
SC29,2023/11/25,6358
SC29,2023/11/15,7043
SC29,2023/9/27,7165
SC29,2023/11/19,6206
SC29,2023/8/26,5709
SC29,2023/9/2,7265
SC29,2023/11/4,9050
SC29,2023/8/31,6100
SC29,2023/10/14,6637
SC29,2023/8/25,5957
SC29,2023/9/4,6675
SC29,2023/11/13,8475
SC29,2023/9/17,6559
SC29,2023/9/19,7312
SC29,2023/10/8,7589
SC29,2023/9/22,7531
SC29,2023/8/29,8139
SC29,2023/8/10,5381
SC29,2023/8/1,5605
SC29,2023/10/21,6793
SC29,2023/11/24,6420
SC29,2023/9/29,6018
SC29,2023/11/20,6777
SC29,2023/10/7,7749
SC29,2023/9/9,6401
SC29,2023/8/3,5535
SC29,2023/10/30,8103
SC29,2023/10/26,8784
SC29,2023/10/18,6687
SC29,2023/8/7,5313
SC29,2023/8/30,6209
SC29,2023/9/28,6491
SC29,2023/8/11,5157
SC29,2023/8/12,5066
SC29,2023/11/16,6781
SC29,2023/9/20,7192
SC29,2023/9/30,6039
SC29,2023/11/9,8929
SC29,2023/11/17,7040
SC29,2023/11/27,6825
SC29,2023/10/3,5834
SC29,2023/11/11,22998
SC29,2023/10/1,5891
SC29,2023/10/23,8214
SC29,2023/10/28,7778
SC29,2023/10/9,7085
SC29,2023/10/11,6949
SC29,2023/8/14,5575
SC29,2023/8/13,4958
SC29,2023/8/5,5126
SC29,2023/11/26,6174
SC29,2023/8/22,5622
SC29,2023/9/7,7480
SC29,2023/8/6,4899
SC29,2023/8/4,5293
SC29,2023/9/23,7888
SC29,2023/8/20,5240
SC29,2023/10/19,6582
SC29,2023/10/16,6682
SC29,2023/9/1,7409
SC29,2023/10/24,14364
SC29,2023/9/5,6730
SC29,2023/10/5,6582
SC29,2023/11/1,20578
SC29,2023/11/2,12801
SC29,2023/11/8,9495
SC29,2023/10/6,6892
SC29,2023/10/10,7812
SC29,2023/9/14,6936
SC29,2023/9/16,6379
SC29,2023/9/10,5989
SC29,2023/10/12,6559
SC29,2023/8/17,5737
SC29,2023/9/11,6316
SC29,2023/9/12,6646
SC29,2023/8/15,5576
SC29,2023/10/20,7420
SC29,2023/10/13,6448
SC29,2023/9/26,8149
SC29,2023/8/28,6526
SC29,2023/8/23,5829
SC29,2023/9/3,6581
SC29,2023/11/5,8947
SC29,2023/10/2,5618
SC29,2023/11/14,6911
SC29,2023/11/18,6692
SC29,2023/8/8,5456
SC29,2023/11/12,14143
SC29,2023/8/16,5591
SC29,2023/10/15,6267
SC29,2023/9/15,6561
SC29,2023/8/27,5826
SC29,2023/11/21,7041
SC29,2023/11/3,9273
SC5,2023/9/11,19487
SC5,2023/11/12,52569
SC5,2023/9/21,22268
SC5,2023/9/15,21583
SC5,2023/8/18,19275
SC5,2023/9/12,19730
SC5,2023/10/12,20327
SC5,2023/10/16,19368
SC5,2023/9/20,22780
SC5,2023/11/26,18758
SC5,2023/8/10,17759
SC5,2023/11/29,21384
SC5,2023/10/25,32946
SC5,2023/8/31,20612
SC5,2023/9/24,22960
SC5,2023/8/13,16540
SC5,2023/11/8,29132
SC5,2023/9/18,20383
SC5,2023/8/22,18567
SC5,2023/11/24,23009
SC5,2023/10/14,19679
SC5,2023/9/17,22358
SC5,2023/8/7,16484
SC5,2023/8/4,17962
SC5,2023/11/4,29330
SC5,2023/9/29,20263
SC5,2023/10/23,19828
SC5,2023/10/30,21896
SC5,2023/10/11,21752
SC5,2023/8/20,17963
SC5,2023/8/11,17849
SC5,2023/10/15,19845
SC5,2023/10/13,21051
SC5,2023/11/25,20778
SC5,2023/10/18,20685
SC5,2023/10/10,19752
SC5,2023/11/10,31097
SC5,2023/8/25,19789
SC5,2023/9/3,22637
SC5,2023/9/4,20304
SC5,2023/10/8,20085
SC5,2023/10/4,15505
SC5,2023/10/27,27364
SC5,2023/10/7,18689
SC5,2023/10/2,14078
SC5,2023/9/30,17579
SC5,2023/9/8,22191
SC5,2023/11/6,27332
SC5,2023/8/12,18119
SC5,2023/9/2,24677
SC5,2023/8/30,19778
SC5,2023/10/26,25888
SC5,2023/9/5,21269
SC5,2023/11/18,23825
SC5,2023/9/6,22981
SC5,2023/8/19,19138
SC5,2023/9/13,20527
SC5,2023/8/3,18118
SC5,2023/9/23,23459
SC5,2023/11/9,27967
SC5,2023/11/17,24825
SC5,2023/10/17,19767
SC5,2023/9/27,23309
SC5,2023/11/30,21505
SC5,2023/11/7,27097
SC5,2023/10/19,20744
SC5,2023/10/1,16767
SC5,2023/11/27,21558
SC5,2023/8/21,18664
SC5,2023/8/2,19548
SC5,2023/10/6,19434
SC5,2023/8/26,19225
SC5,2023/10/9,21679
SC5,2023/8/9,17748
SC5,2023/8/8,17446
SC5,2023/9/9,21153
SC5,2023/11/14,27302
SC5,2023/9/19,21483
SC5,2023/11/5,27827
SC5,2023/8/17,18330
SC5,2023/10/29,23660
SC5,2023/11/20,23155
SC5,2023/8/29,19618
SC5,2023/9/10,21752
SC5,2023/11/15,25701
SC5,2023/10/5,16103
SC5,2023/9/1,22342
SC5,2023/8/6,16182
SC5,2023/8/16,19614
SC5,2023/8/14,16767
SC5,2023/8/15,17445
SC5,2023/8/28,18647
SC5,2023/10/3,14005
SC5,2023/10/31,24214
SC5,2023/11/2,43534
SC5,2023/11/21,21485
SC5,2023/11/13,33405
SC5,2023/9/26,24048
SC5,2023/8/24,19286
SC5,2023/11/11,59809
SC5,2023/8/5,17867
SC5,2023/8/27,18764
SC5,2023/9/25,23489
SC5,2023/11/16,24763
SC5,2023/11/1,54378
SC5,2023/11/22,22995
SC5,2023/8/1,17298
SC5,2023/9/14,22477
SC5,2023/10/24,31484
SC5,2023/11/3,30675
SC5,2023/10/21,20352
SC5,2023/11/23,22077
SC5,2023/9/28,21342
SC5,2023/10/28,25401
SC5,2023/11/19,22541
SC5,2023/11/28,21005
SC5,2023/10/20,22284
SC5,2023/9/7,24872
SC5,2023/9/22,23123
SC5,2023/10/22,19810
SC5,2023/9/16,22184
SC5,2023/8/23,19045
SC23,2023/11/22,3588
SC23,2023/9/14,1990
SC23,2023/11/9,3877
SC23,2023/11/2,4673
SC23,2023/10/6,2892
SC23,2023/8/8,1661
SC23,2023/8/1,1944
SC23,2023/10/1,2867
SC23,2023/10/29,3399
SC23,2023/9/8,1612
SC23,2023/10/13,3102
SC23,2023/10/26,3998
SC23,2023/8/29,1413
SC23,2023/9/17,2497
SC23,2023/8/7,1625
SC23,2023/10/28,3587
SC23,2023/9/6,1761
SC23,2023/8/11,1529
SC23,2023/11/1,7315
SC23,2023/9/26,3948
SC23,2023/11/21,3526
SC23,2023/9/5,1654
SC23,2023/10/9,2967
SC23,2023/10/24,4970
SC23,2023/11/3,4257
SC23,2023/11/28,3521
SC23,2023/10/2,2754
SC23,2023/11/4,4219
SC23,2023/8/6,1640
SC23,2023/10/27,3807
SC23,2023/10/18,3107
SC23,2023/11/26,3520
SC23,2023/8/24,1541
SC23,2023/8/13,1455
SC23,2023/11/29,3597
SC23,2023/9/28,3161
SC23,2023/11/5,3925
SC23,2023/11/27,3601
SC23,2023/10/22,2883
SC23,2023/10/19,3239
SC23,2023/10/15,2945
SC23,2023/11/17,4258
SC23,2023/8/4,1701
SC23,2023/8/23,1469
SC23,2023/11/18,4116
SC23,2023/8/26,1406
SC23,2023/10/11,3044
SC23,2023/9/18,2662
SC23,2023/9/3,1582
SC23,2023/10/21,3142
SC23,2023/9/13,1895
SC23,2023/10/20,3196
SC23,2023/10/12,3245
SC23,2023/8/28,1503
SC23,2023/9/19,2698
SC23,2023/8/22,1552
SC23,2023/8/21,2133
SC23,2023/11/11,8819
SC23,2023/9/10,1477
SC23,2023/10/30,3459
SC23,2023/11/13,3989
SC23,2023/10/4,2669
SC23,2023/8/19,1869
SC23,2023/8/17,1689
SC23,2023/10/17,3084
SC23,2023/10/14,3183
SC23,2023/9/2,1621
SC23,2023/11/7,4032
SC23,2023/9/27,3704
SC23,2023/10/5,2919
SC23,2023/8/20,1881
SC23,2023/9/4,1667
SC23,2023/10/16,3112
SC23,2023/11/25,3573
SC23,2023/8/3,1903
SC23,2023/8/30,1440
SC23,2023/9/12,1639
SC23,2023/10/25,4129
SC23,2023/9/23,2867
SC23,2023/9/7,1753
SC23,2023/10/23,3655
SC23,2023/9/20,2665
SC23,2023/11/30,3812
SC23,2023/9/29,2944
SC23,2023/10/31,5377
SC23,2023/8/5,1716
SC23,2023/9/11,1595
SC23,2023/11/24,3592
SC23,2023/11/8,3904
SC23,2023/10/7,3016
SC23,2023/10/8,2996
SC23,2023/11/19,3702
SC23,2023/9/22,2766
SC23,2023/9/30,2862
SC23,2023/8/31,1441
SC23,2023/9/25,3500
SC23,2023/11/14,3625
SC23,2023/8/2,1857
SC23,2023/8/9,1828
SC23,2023/11/16,3861
SC23,2023/8/25,1469
SC23,2023/9/21,2722
SC23,2023/11/6,3824
SC23,2023/8/15,1458
SC23,2023/11/15,3726
SC23,2023/11/23,3480
SC23,2023/11/12,6007
SC23,2023/9/16,2345
SC23,2023/8/27,1364
SC23,2023/9/15,2240
SC23,2023/9/24,3014
SC23,2023/8/18,1738
SC23,2023/8/14,1487
SC23,2023/11/20,3686
SC23,2023/11/10,5422
SC23,2023/9/1,1701
SC23,2023/10/3,2700
SC23,2023/8/16,1612
SC23,2023/10/10,3046
SC23,2023/8/10,1624
SC23,2023/8/12,1583
SC23,2023/9/9,1592
SC16,2023/8/22,1673
SC16,2023/11/29,2187
SC16,2023/9/17,2571
SC16,2023/10/14,2200
SC16,2023/8/13,1466
SC16,2023/10/20,3820
SC16,2023/11/25,2613
SC16,2023/10/13,2489
SC16,2023/11/7,3631
SC16,2023/9/2,3114
SC16,2023/10/10,1892
SC16,2023/9/1,3470
SC16,2023/11/2,5520
SC16,2023/8/31,1847
SC16,2023/8/23,1659
SC16,2023/10/26,2648
SC16,2023/8/19,1989
SC16,2023/10/27,4392
SC16,2023/10/1,1808
SC16,2023/11/10,3158
SC16,2023/8/2,1926
SC16,2023/8/9,1461
SC16,2023/9/7,3261
SC16,2023/9/15,3040
SC16,2023/8/24,2050
SC16,2023/8/26,2219
SC16,2023/10/4,1330
SC16,2023/9/29,2570
SC16,2023/8/25,2623
SC16,2023/11/17,2749
SC16,2023/8/17,1782
SC16,2023/11/5,3372
SC16,2023/10/6,1885
SC16,2023/10/22,1807
SC16,2023/8/20,1611
SC16,2023/11/15,2974
SC16,2023/10/28,3352
SC16,2023/11/21,1919
SC16,2023/11/30,2326
SC16,2023/8/15,1697
SC16,2023/10/31,3818
SC16,2023/10/11,2005
SC16,2023/10/18,1891
SC16,2023/10/29,2745
SC16,2023/9/28,3735
SC16,2023/11/18,2190
SC16,2023/8/29,1916
SC16,2023/8/8,1607
SC16,2023/11/19,1849
SC16,2023/9/21,3292
SC16,2023/10/19,2257
SC16,2023/11/23,1998
SC16,2023/10/25,3224
SC16,2023/10/12,2016
SC16,2023/10/9,1777
SC16,2023/9/13,2316
SC16,2023/10/16,1876
SC16,2023/11/26,2232
SC16,2023/8/3,1635
SC16,2023/10/7,2005
SC16,2023/9/9,3162
SC16,2023/8/30,1847
SC16,2023/11/6,2459
SC16,2023/11/24,2643
SC16,2023/11/13,7448
SC16,2023/11/4,4045
SC16,2023/9/10,2371
SC16,2023/9/6,2235
SC16,2023/10/15,2097
SC16,2023/9/18,2593
SC16,2023/8/18,2259
SC16,2023/9/26,3762
SC16,2023/9/11,2275
SC16,2023/8/1,2202
SC16,2023/9/19,2911
SC16,2023/8/21,1592
SC16,2023/11/8,3377
SC16,2023/9/4,2309
SC16,2023/10/5,1614
SC16,2023/10/24,5044
SC16,2023/9/24,3800
SC16,2023/11/11,7096
SC16,2023/10/2,1438
SC16,2023/8/14,1504
SC16,2023/9/27,3917
SC16,2023/10/23,3022
SC16,2023/8/10,1707
SC16,2023/11/9,2661
SC16,2023/9/16,3150
SC16,2023/11/20,1733
SC16,2023/9/20,3428
SC16,2023/10/30,2405
SC16,2023/11/12,6951
SC16,2023/9/25,3733
SC16,2023/9/14,2524
SC16,2023/10/3,1409
SC16,2023/8/28,1713
SC16,2023/8/6,1710
SC16,2023/11/1,7546
SC16,2023/11/14,5552
SC16,2023/10/8,2015
SC16,2023/8/27,1705
SC16,2023/9/3,2312
SC16,2023/9/12,2443
SC16,2023/9/23,4096
